Date,Flight_Number,Class,Price,Flow Card?,Origin,Destination
2024-08-29,PA004,Business Class,561.60000000000002,No,Perth,London
2024-10-09,PA007,First Class,327,No,New York,Perth
2024-04-20,PA006,Premium Economy,507.5,No,Tokyo,London
2024-11-05,PA008,Premium Economy,620,No,Perth,New York
2024-07-27,PA006,Business Class,793.19999999999993,No,Tokyo,London
2024-06-27,PA004,Economy,1280,No,Perth,London
2024-03-15,PA004,First Class,449,Yes,Perth,London
2024-11-20,PA009,Business Class,613.19999999999993,No,New York,Tokyo
2024-04-24,PA011,Economy,1870,Yes,Perth,Tokyo
2024-05-01,PA004,Economy,2500,No,Perth,London
2024-11-14,PA004,Economy,2290,Yes,Perth,London
2024-05-08,PA003,Premium Economy,832.5,No,London,Perth
2024-07-19,PA011,Economy,3105,No,Perth,Tokyo
2024-07-07,PA002,Business Class,530.39999999999998,Yes,New York,London
2024-03-02,PA001,First Class,323,Yes,London,New York
2024-05-08,PA006,First Class,440,Yes,Tokyo,London
2024-07-07,PA001,Economy,2905,No,London,New York
2024-11-04,PA009,Economy,1970,No,New York,Tokyo
2024-09-02,PA012,Premium Economy,570,Yes,Tokyo,Perth
2024-05-19,PA010,First Class,362,Yes,Tokyo,New York
2024-03-10,PA012,Economy,1965,No,Tokyo,Perth
2024-10-20,PA009,Economy,2210,No,New York,Tokyo
2024-11-30,PA010,Economy,3250,No,Tokyo,New York
2024-10-19,PA002,Premium Economy,1130,Yes,New York,London
2024-10-03,PA008,Economy,1140,Yes,Perth,New York
2024-06-10,PA004,First Class,478,Yes,Perth,London
2024-12-30,PA001,First Class,487,No,London,New York
2024-02-02,PA002,Economy,1530,Yes,New York,London
2024-10-22,PA001,Economy,2960,No,London,New York
2024-08-29,PA007,Economy,1265,Yes,New York,Perth
2024-03-27,PA004,Economy,2985,No,Perth,London
2024-11-30,PA001,First Class,401,Yes,London,New York
2024-09-17,PA009,Business Class,400.80000000000001,No,New York,Tokyo
2024-11-16,PA008,First Class,536,No,Perth,New York
2024-11-23,PA001,Economy,2595,No,London,New York
2024-12-05,PA004,Business Class,609.60000000000002,Yes,Perth,London
2024-12-03,PA004,Premium Economy,802.5,No,Perth,London
2024-11-29,PA009,Economy,2375,Yes,New York,Tokyo
2024-10-25,PA010,First Class,466,Yes,Tokyo,New York
2024-08-28,PA005,Premium Economy,1122.5,Yes,London,Tokyo
2024-06-15,PA001,Premium Economy,1005,Yes,London,New York
2024-12-26,PA008,First Class,297,Yes,Perth,New York
2024-07-06,PA007,Economy,3465,No,New York,Perth
2024-02-21,PA011,Economy,2505,No,Perth,Tokyo
2024-05-17,PA002,Premium Economy,1547.5,Yes,New York,London
2024-07-30,PA004,First Class,552,Yes,Perth,London
2024-11-04,PA008,Business Class,432,Yes,Perth,New York
2024-05-22,PA008,First Class,451,No,Perth,New York
2024-10-20,PA006,Premium Economy,802.5,Yes,Tokyo,London
2024-03-29,PA012,Business Class,508.79999999999995,Yes,Tokyo,Perth
2024-07-26,PA002,Economy,2885,Yes,New York,London
2024-06-14,PA012,First Class,312,No,Tokyo,Perth
2024-10-04,PA003,Business Class,711.60000000000002,Yes,London,Perth
2024-12-01,PA010,Premium Economy,1677.5,Yes,Tokyo,New York
2024-10-06,PA012,Premium Economy,510,No,Tokyo,Perth
2024-03-09,PA012,Premium Economy,840,Yes,Tokyo,Perth
2024-08-23,PA002,Economy,2010,Yes,New York,London
2024-10-10,PA006,Premium Economy,780,No,Tokyo,London
2024-06-25,PA005,Premium Economy,1152.5,Yes,London,Tokyo
2024-04-16,PA003,Premium Economy,825,Yes,London,Perth
2024-10-30,PA001,Premium Economy,1622.5,No,London,New York
2024-08-12,PA008,Premium Economy,792.5,No,Perth,New York
2024-06-11,PA005,First Class,468,Yes,London,Tokyo
2024-08-03,PA010,Business Class,714,No,Tokyo,New York
2024-09-21,PA011,Economy,1195,No,Perth,Tokyo
2024-08-19,PA009,Economy,2725,No,New York,Tokyo
2024-08-13,PA007,Business Class,302.39999999999998,Yes,New York,Perth
2024-07-20,PA011,Business Class,684,No,Perth,Tokyo
2024-05-20,PA001,Business Class,799.19999999999993,Yes,London,New York
2024-07-03,PA007,Business Class,278.39999999999998,No,New York,Perth
2024-06-08,PA002,Business Class,283.19999999999999,No,New York,London
2024-01-15,PA009,Business Class,397.19999999999999,Yes,New York,Tokyo
2024-08-02,PA008,Premium Economy,1025,No,Perth,New York
2024-05-17,PA009,First Class,264,No,New York,Tokyo
2024-05-21,PA001,First Class,493,Yes,London,New York
2024-06-07,PA008,Economy,2110,Yes,Perth,New York
2024-06-07,PA007,Business Class,470.39999999999998,No,New York,Perth
2024-01-23,PA011,First Class,635,Yes,Perth,Tokyo
2024-04-02,PA007,First Class,553,No,New York,Perth
2024-07-31,PA002,First Class,392,Yes,New York,London
2024-09-05,PA006,Economy,3345,Yes,Tokyo,London
2024-12-21,PA004,Business Class,244.79999999999998,No,Perth,London
2024-06-05,PA010,Premium Economy,1200,No,Tokyo,New York
2024-07-28,PA003,Premium Economy,730,No,London,Perth
2024-12-15,PA012,Economy,2975,No,Tokyo,Perth
2024-01-21,PA009,Business Class,352.80000000000001,Yes,New York,Tokyo
2024-04-15,PA011,First Class,334,Yes,Perth,Tokyo
2024-07-08,PA005,Business Class,619.19999999999993,No,London,Tokyo
2024-12-09,PA008,First Class,605,No,Perth,New York
2024-02-22,PA011,First Class,632,No,Perth,Tokyo
2024-10-01,PA012,First Class,382,Yes,Tokyo,Perth
2024-01-18,PA004,First Class,232,No,Perth,London
2024-07-21,PA012,First Class,361,No,Tokyo,Perth
2024-01-17,PA002,Business Class,672,Yes,New York,London
2024-04-19,PA011,Economy,1045,No,Perth,Tokyo
2024-11-02,PA011,Business Class,744,No,Perth,Tokyo
2024-03-22,PA011,First Class,563,Yes,Perth,Tokyo
2024-02-23,PA012,Business Class,472.79999999999995,Yes,Tokyo,Perth
2024-12-09,PA011,Economy,3460,Yes,Perth,Tokyo
2024-08-07,PA010,Premium Economy,1150,No,Tokyo,New York
2024-05-19,PA009,Business Class,685.19999999999993,Yes,New York,Tokyo
2024-02-12,PA005,Premium Economy,1157.5,Yes,London,Tokyo
2024-04-25,PA001,First Class,295,Yes,London,New York
2024-02-17,PA002,Business Class,692.39999999999998,No,New York,London
2024-10-08,PA003,Business Class,655.19999999999993,Yes,London,Perth
2024-02-12,PA011,First Class,207,Yes,Perth,Tokyo
2024-06-26,PA008,Premium Economy,1592.5,Yes,Perth,New York
2024-09-30,PA008,Business Class,417.59999999999997,No,Perth,New York
2024-11-09,PA012,First Class,275,Yes,Tokyo,Perth
2024-05-22,PA006,Business Class,660,Yes,Tokyo,London
2024-12-05,PA010,First Class,672,No,Tokyo,New York
2024-08-05,PA007,Business Class,481.19999999999999,Yes,New York,Perth
2024-05-10,PA011,Premium Economy,1277.5,Yes,Perth,Tokyo
2024-09-06,PA007,Economy,3380,No,New York,Perth
2024-02-17,PA002,First Class,277,No,New York,London
2024-03-07,PA003,Business Class,596.39999999999998,No,London,Perth
2024-02-11,PA012,Business Class,595.19999999999993,Yes,Tokyo,Perth
2024-07-25,PA004,Business Class,822,Yes,Perth,London
2024-04-24,PA001,Business Class,382.80000000000001,No,London,New York
2024-07-30,PA002,Premium Economy,1527.5,No,New York,London
2024-07-30,PA006,Premium Economy,1692.5,No,Tokyo,London
2024-12-25,PA004,Business Class,303.59999999999997,Yes,Perth,London
2024-06-27,PA012,Business Class,835.19999999999993,Yes,Tokyo,Perth
2024-08-09,PA008,First Class,665,Yes,Perth,New York
2024-04-15,PA006,First Class,678,Yes,Tokyo,London
2024-07-18,PA003,Business Class,786,No,London,Perth
2024-10-05,PA012,Business Class,252,Yes,Tokyo,Perth
2024-11-16,PA011,Business Class,691.19999999999993,No,Perth,Tokyo
2024-05-28,PA008,First Class,529,No,Perth,New York
2024-12-20,PA005,Premium Economy,922.5,No,London,Tokyo
2024-06-12,PA007,Business Class,721.19999999999993,Yes,New York,Perth
2024-10-23,PA002,Business Class,276,Yes,New York,London
2024-06-05,PA005,First Class,539,Yes,London,Tokyo
2024-02-22,PA001,Premium Economy,680,No,London,New York
2024-01-04,PA010,Business Class,577.19999999999993,No,Tokyo,New York
2024-05-01,PA010,Economy,1250,Yes,Tokyo,New York
2024-08-23,PA003,First Class,416,No,London,Perth
2024-10-18,PA001,Business Class,331.19999999999999,Yes,London,New York
2024-09-10,PA012,Business Class,823.19999999999993,Yes,Tokyo,Perth
2024-08-09,PA007,Business Class,241.19999999999999,Yes,New York,Perth
2024-08-27,PA002,Business Class,470.39999999999998,Yes,New York,London
2024-04-13,PA003,Premium Economy,577.5,No,London,Perth
2024-02-28,PA011,Business Class,400.80000000000001,No,Perth,Tokyo
2024-02-15,PA011,First Class,371,Yes,Perth,Tokyo
2024-11-21,PA003,First Class,469,Yes,London,Perth
2024-07-13,PA011,Premium Economy,1615,No,Perth,Tokyo
2024-02-02,PA001,Business Class,358.80000000000001,Yes,London,New York
2024-12-13,PA008,First Class,208,Yes,Perth,New York
2024-03-04,PA007,Premium Economy,1665,No,New York,Perth
2024-07-02,PA003,First Class,357,Yes,London,Perth
2024-04-19,PA012,Premium Economy,1650,No,Tokyo,Perth
2024-03-15,PA012,First Class,368,No,Tokyo,Perth
2024-08-14,PA007,Economy,1110,No,New York,Perth
2024-06-03,PA001,Economy,3140,No,London,New York
2024-10-22,PA012,Business Class,810,No,Tokyo,Perth
2024-11-02,PA007,Premium Economy,885,Yes,New York,Perth
2024-02-04,PA005,Business Class,415.19999999999999,No,London,Tokyo
2024-08-09,PA010,Business Class,242.39999999999998,No,Tokyo,New York
2024-04-12,PA010,First Class,670,No,Tokyo,New York
2024-08-11,PA006,Premium Economy,1127.5,No,Tokyo,London
2024-04-24,PA010,Premium Economy,1467.5,No,Tokyo,New York
2024-09-26,PA005,Premium Economy,945,No,London,Tokyo
2024-09-29,PA002,Business Class,260.39999999999998,Yes,New York,London
2024-01-19,PA006,Premium Economy,710,No,Tokyo,London
2024-09-07,PA002,First Class,571,No,New York,London
2024-06-04,PA010,Business Class,603.60000000000002,No,Tokyo,New York
2024-12-10,PA006,First Class,358,No,Tokyo,London
2024-06-22,PA011,Economy,2485,No,Perth,Tokyo
2024-10-12,PA003,First Class,398,No,London,Perth
2024-05-01,PA004,Economy,2635,No,Perth,London
2024-07-24,PA009,Economy,2040,Yes,New York,Tokyo
2024-08-16,PA008,Premium Economy,765,Yes,Perth,New York
2024-06-25,PA012,Business Class,475.19999999999999,No,Tokyo,Perth
2024-08-21,PA010,Economy,1225,Yes,Tokyo,New York
2024-03-18,PA002,Premium Economy,1617.5,Yes,New York,London
2024-10-03,PA012,Economy,2055,No,Tokyo,Perth
2024-12-20,PA001,First Class,473,Yes,London,New York
2024-02-03,PA005,Business Class,330,Yes,London,Tokyo
2024-10-08,PA006,First Class,654,No,Tokyo,London
2024-04-15,PA008,Business Class,520.79999999999995,No,Perth,New York
2024-09-08,PA008,First Class,611,No,Perth,New York
2024-08-17,PA001,Premium Economy,522.5,Yes,London,New York
2024-07-26,PA005,Premium Economy,1507.5,No,London,Tokyo
2024-08-25,PA002,First Class,370,Yes,New York,London
2024-09-18,PA011,Business Class,694.79999999999995,Yes,Perth,Tokyo
2024-02-16,PA010,First Class,340,Yes,Tokyo,New York
2024-08-10,PA003,Business Class,632.39999999999998,No,London,Perth
2024-05-31,PA009,First Class,447,No,New York,Tokyo
2024-08-01,PA004,First Class,499,No,Perth,London
2024-02-07,PA008,Premium Economy,632.5,No,Perth,New York
2024-05-01,PA005,Economy,1810,Yes,London,Tokyo
2024-01-13,PA010,Economy,2930,No,Tokyo,New York
2024-09-08,PA006,Economy,1865,Yes,Tokyo,London
2024-02-22,PA009,Business Class,655.19999999999993,No,New York,Tokyo
2024-02-17,PA007,Economy,2770,No,New York,Perth
2024-10-22,PA004,Economy,2390,No,Perth,London
2024-10-18,PA002,First Class,532,No,New York,London
2024-07-10,PA010,Economy,2920,Yes,Tokyo,New York
2024-03-29,PA007,First Class,698,Yes,New York,Perth
2024-02-07,PA004,Premium Economy,1045,Yes,Perth,London
2024-03-11,PA010,First Class,561,Yes,Tokyo,New York
2024-11-28,PA004,Economy,1220,Yes,Perth,London
2024-07-22,PA012,Business Class,411.59999999999997,No,Tokyo,Perth
2024-05-22,PA012,First Class,223,No,Tokyo,Perth
2024-06-12,PA001,Business Class,328.80000000000001,Yes,London,New York
2024-08-17,PA003,Economy,1570,No,London,Perth
2024-02-28,PA003,First Class,660,Yes,London,Perth
2024-02-17,PA012,Economy,1845,No,Tokyo,Perth
2024-11-12,PA006,Business Class,546,Yes,Tokyo,London
2024-12-10,PA005,Economy,1510,No,London,Tokyo
2024-11-08,PA003,First Class,698,No,London,Perth
2024-03-31,PA002,Premium Economy,1397.5,No,New York,London
2024-05-28,PA007,First Class,622,Yes,New York,Perth
2024-08-25,PA002,First Class,576,No,New York,London
2024-04-13,PA010,First Class,283,Yes,Tokyo,New York
2024-05-06,PA004,Economy,1905,Yes,Perth,London
2024-11-11,PA011,Premium Economy,1080,Yes,Perth,Tokyo
2024-10-21,PA008,Premium Economy,1212.5,Yes,Perth,New York
2024-05-03,PA009,First Class,437,No,New York,Tokyo
2024-11-12,PA005,Economy,2600,No,London,Tokyo
2024-01-31,PA002,First Class,328,No,New York,London
2024-01-22,PA005,Business Class,376.80000000000001,No,London,Tokyo
2024-12-02,PA004,Economy,2870,Yes,Perth,London
2024-11-15,PA001,Premium Economy,1590,Yes,London,New York
2024-03-07,PA001,Premium Economy,1417.5,No,London,New York
2024-07-10,PA007,Economy,1695,No,New York,Perth
2024-10-25,PA006,Business Class,726,Yes,Tokyo,London
2024-05-19,PA006,First Class,304,No,Tokyo,London
2024-11-25,PA009,Business Class,732,No,New York,Tokyo
2024-07-30,PA005,Premium Economy,877.5,No,London,Tokyo
2024-01-17,PA010,Premium Economy,1417.5,Yes,Tokyo,New York
2024-04-14,PA011,Business Class,249.59999999999999,Yes,Perth,Tokyo
2024-08-26,PA007,Business Class,342,Yes,New York,Perth
2024-04-05,PA002,Business Class,820.79999999999995,No,New York,London
2024-11-05,PA009,Economy,2825,Yes,New York,Tokyo
2024-10-30,PA003,Economy,3145,No,London,Perth
2024-04-06,PA009,Premium Economy,985,No,New York,Tokyo
2024-04-27,PA001,First Class,633,Yes,London,New York
2024-11-13,PA001,Business Class,438,No,London,New York
2024-03-10,PA010,Premium Economy,1480,Yes,Tokyo,New York
2024-01-29,PA007,First Class,502,No,New York,Perth
2024-06-28,PA002,Economy,1890,Yes,New York,London
2024-03-05,PA006,Economy,3315,No,Tokyo,London
2024-05-01,PA002,Business Class,697.19999999999993,Yes,New York,London
2024-01-16,PA009,First Class,497,No,New York,Tokyo
2024-02-05,PA006,Economy,1950,No,Tokyo,London
2024-10-19,PA010,Business Class,835.19999999999993,No,Tokyo,New York
2024-08-12,PA006,First Class,229,No,Tokyo,London
2024-04-05,PA003,First Class,315,Yes,London,Perth
2024-01-22,PA007,First Class,392,No,New York,Perth
2024-11-10,PA008,First Class,554,Yes,Perth,New York
2024-04-21,PA006,Business Class,736.79999999999995,No,Tokyo,London
2024-03-16,PA010,Premium Economy,790,No,Tokyo,New York
2024-04-21,PA006,Economy,3185,No,Tokyo,London
2024-02-22,PA006,Business Class,537.60000000000002,No,Tokyo,London
2024-08-19,PA005,Economy,1905,No,London,Tokyo
2024-02-27,PA002,First Class,688,No,New York,London
2024-05-20,PA006,First Class,445,No,Tokyo,London
2024-10-22,PA001,Premium Economy,1505,No,London,New York
2024-04-08,PA011,Economy,2285,No,Perth,Tokyo
2024-06-15,PA008,First Class,385,No,Perth,New York
2024-12-02,PA001,First Class,543,Yes,London,New York
2024-05-09,PA003,Business Class,796.79999999999995,Yes,London,Perth
2024-05-14,PA007,Premium Economy,922.5,No,New York,Perth
2024-10-24,PA011,Business Class,702,No,Perth,Tokyo
2024-08-04,PA008,Economy,1740,Yes,Perth,New York
2024-05-07,PA012,Business Class,730.79999999999995,No,Tokyo,Perth
2024-01-18,PA003,Business Class,813.60000000000002,No,London,Perth
2024-07-02,PA009,Business Class,694.79999999999995,Yes,New York,Tokyo
2024-06-27,PA007,Premium Economy,720,Yes,New York,Perth
2024-09-23,PA003,Economy,1890,No,London,Perth
2024-08-17,PA011,Economy,3220,No,Perth,Tokyo
2024-02-15,PA002,Economy,2965,No,New York,London
2024-10-01,PA010,Business Class,349.19999999999999,No,Tokyo,New York
2024-03-21,PA005,Economy,1370,Yes,London,Tokyo
2024-04-14,PA004,Business Class,362.39999999999998,Yes,Perth,London
2024-11-20,PA007,Business Class,651.60000000000002,No,New York,Perth
2024-02-13,PA010,Premium Economy,1647.5,Yes,Tokyo,New York
2024-12-05,PA004,Economy,1335,No,Perth,London
2024-06-28,PA001,Business Class,550.79999999999995,Yes,London,New York
2024-05-26,PA006,First Class,349,Yes,Tokyo,London
2024-10-22,PA007,First Class,458,Yes,New York,Perth
2024-10-01,PA006,Business Class,343.19999999999999,Yes,Tokyo,London
2024-01-07,PA001,Business Class,662.39999999999998,No,London,New York
2024-09-25,PA009,Premium Economy,1140,No,New York,Tokyo
2024-11-06,PA006,Premium Economy,1207.5,Yes,Tokyo,London
2024-01-19,PA006,First Class,392,No,Tokyo,London
2024-02-22,PA008,First Class,254,Yes,Perth,New York
2024-05-24,PA009,Business Class,514.79999999999995,Yes,New York,Tokyo
2024-04-30,PA012,Premium Economy,1452.5,Yes,Tokyo,Perth
2024-08-28,PA011,Business Class,428.39999999999998,No,Perth,Tokyo
2024-12-14,PA001,Premium Economy,990,No,London,New York
2024-02-01,PA011,Economy,2425,Yes,Perth,Tokyo
2024-07-25,PA009,Premium Economy,750,Yes,New York,Tokyo
2024-10-19,PA006,Premium Economy,962.5,No,Tokyo,London
2024-11-01,PA012,First Class,608,Yes,Tokyo,Perth
2024-02-16,PA006,Business Class,402,No,Tokyo,London
2024-01-07,PA011,First Class,368,No,Perth,Tokyo
2024-11-25,PA010,Economy,2930,Yes,Tokyo,New York
2024-08-27,PA005,First Class,516,No,London,Tokyo
2024-11-08,PA009,First Class,431,Yes,New York,Tokyo
2024-03-27,PA010,First Class,498,No,Tokyo,New York
2024-02-07,PA001,Business Class,249.59999999999999,Yes,London,New York
2024-06-14,PA003,Economy,1405,No,London,Perth
2024-11-15,PA005,First Class,424,Yes,London,Tokyo
2024-08-26,PA001,First Class,571,No,London,New York
2024-02-17,PA003,Business Class,714,No,London,Perth
2024-07-10,PA004,Economy,2355,No,Perth,London
2024-11-05,PA003,First Class,660,Yes,London,Perth
2024-12-29,PA010,Business Class,603.60000000000002,Yes,Tokyo,New York
2024-09-05,PA003,Business Class,794.39999999999998,No,London,Perth
2024-02-11,PA007,Business Class,824.39999999999998,Yes,New York,Perth
2024-07-20,PA003,First Class,582,No,London,Perth
2024-06-23,PA010,Premium Economy,1570,No,Tokyo,New York
2024-10-26,PA002,Premium Economy,920,No,New York,London
2024-01-21,PA005,First Class,687,No,London,Tokyo
2024-12-07,PA009,Economy,1615,Yes,New York,Tokyo
2024-10-29,PA007,First Class,477,Yes,New York,Perth
2024-08-22,PA003,Economy,2360,Yes,London,Perth
2024-11-23,PA007,First Class,490,No,New York,Perth
2024-09-29,PA009,Economy,2370,No,New York,Tokyo
2024-01-31,PA004,First Class,289,Yes,Perth,London
2024-05-27,PA007,Premium Economy,1252.5,No,New York,Perth
2024-06-11,PA001,Premium Economy,1340,Yes,London,New York
2024-03-09,PA003,Premium Economy,1362.5,No,London,Perth
2024-01-05,PA012,Business Class,336,Yes,Tokyo,Perth
2024-06-30,PA006,Business Class,685.19999999999993,Yes,Tokyo,London
2024-12-15,PA003,Business Class,644.39999999999998,No,London,Perth
2024-07-11,PA002,Premium Economy,777.5,Yes,New York,London
2024-07-29,PA001,First Class,384,Yes,London,New York
2024-08-13,PA010,Business Class,289.19999999999999,Yes,Tokyo,New York
2024-02-12,PA001,Business Class,295.19999999999999,No,London,New York
2024-07-29,PA012,First Class,554,Yes,Tokyo,Perth
2024-07-05,PA010,Premium Economy,670,Yes,Tokyo,New York
2024-02-01,PA011,First Class,623,Yes,Perth,Tokyo
2024-10-16,PA006,Premium Economy,1255,Yes,Tokyo,London
2024-06-24,PA010,First Class,438,No,Tokyo,New York
2024-06-22,PA008,Economy,1785,No,Perth,New York
2024-03-27,PA006,Economy,2755,No,Tokyo,London
2024-09-12,PA002,Premium Economy,1407.5,Yes,New York,London
2024-01-25,PA001,Business Class,565.19999999999993,Yes,London,New York
2024-09-07,PA008,Business Class,698.39999999999998,Yes,Perth,New York
2024-12-13,PA012,Premium Economy,1092.5,Yes,Tokyo,Perth
2024-02-22,PA002,Premium Economy,1027.5,Yes,New York,London
2024-05-02,PA003,Business Class,640.79999999999995,No,London,Perth
2024-02-15,PA005,Economy,1800,Yes,London,Tokyo
2024-06-22,PA011,Economy,2725,Yes,Perth,Tokyo
2024-03-17,PA005,Economy,2350,Yes,London,Tokyo
2024-08-23,PA012,Premium Economy,557.5,No,Tokyo,Perth
2024-03-04,PA008,Premium Economy,1215,Yes,Perth,New York
2024-12-15,PA006,Premium Economy,1140,Yes,Tokyo,London
2024-01-02,PA010,Business Class,507.59999999999997,Yes,Tokyo,New York
2024-11-13,PA011,First Class,353,Yes,Perth,Tokyo
2024-03-31,PA002,Premium Economy,542.5,No,New York,London
2024-07-13,PA006,Economy,3375,Yes,Tokyo,London
2024-09-12,PA004,Economy,1645,Yes,Perth,London
2024-02-27,PA002,First Class,325,Yes,New York,London
2024-11-10,PA009,First Class,293,No,New York,Tokyo
2024-08-04,PA007,Economy,2390,Yes,New York,Perth
2024-07-31,PA006,Business Class,358.80000000000001,No,Tokyo,London
2024-09-05,PA001,Premium Economy,1202.5,Yes,London,New York
2024-03-02,PA011,Business Class,711.60000000000002,No,Perth,Tokyo
2024-02-03,PA012,Premium Economy,1315,No,Tokyo,Perth
2024-06-30,PA011,First Class,346,No,Perth,Tokyo
2024-08-13,PA007,Premium Economy,815,Yes,New York,Perth
2024-06-04,PA009,Premium Economy,1525,Yes,New York,Tokyo
2024-02-12,PA003,Business Class,367.19999999999999,No,London,Perth
2024-07-17,PA006,Business Class,612,No,Tokyo,London
2024-12-18,PA012,Economy,2565,Yes,Tokyo,Perth
2024-05-14,PA002,Business Class,667.19999999999993,Yes,New York,London
2024-07-29,PA003,Premium Economy,615,Yes,London,Perth
2024-06-03,PA007,First Class,636,Yes,New York,Perth
2024-02-09,PA005,First Class,519,Yes,London,Tokyo
2024-09-23,PA005,Business Class,367.19999999999999,No,London,Tokyo
2024-09-10,PA011,Business Class,624,No,Perth,Tokyo
2024-03-10,PA008,Premium Economy,1737.5,Yes,Perth,New York
2024-10-12,PA003,First Class,666,No,London,Perth
2024-01-31,PA002,Business Class,343.19999999999999,No,New York,London
2024-11-27,PA011,First Class,509,Yes,Perth,Tokyo
2024-05-25,PA003,Economy,2395,No,London,Perth
2024-06-20,PA005,Economy,2130,No,London,Tokyo
2024-06-26,PA002,First Class,335,Yes,New York,London
2024-09-25,PA010,Economy,2200,No,Tokyo,New York
2024-10-07,PA002,First Class,684,Yes,New York,London
2024-09-11,PA003,Economy,3245,No,London,Perth
2024-10-29,PA003,Economy,2720,Yes,London,Perth
2024-07-28,PA002,First Class,641,No,New York,London
2024-10-12,PA009,Business Class,478.79999999999995,Yes,New York,Tokyo
2024-09-19,PA007,First Class,231,Yes,New York,Perth
2024-03-05,PA011,Business Class,342,No,Perth,Tokyo
2024-05-18,PA012,Business Class,758.39999999999998,No,Tokyo,Perth
2024-07-20,PA010,Business Class,370.80000000000001,Yes,Tokyo,New York
2024-09-21,PA004,Business Class,733.19999999999993,Yes,Perth,London
2024-07-02,PA002,Premium Economy,1142.5,Yes,New York,London
2024-02-17,PA007,First Class,245,Yes,New York,Perth
2024-08-22,PA009,Premium Economy,1090,Yes,New York,Tokyo
2024-12-03,PA004,Premium Economy,1695,Yes,Perth,London
2024-12-27,PA011,Business Class,445.19999999999999,No,Perth,Tokyo
2024-12-12,PA009,Economy,1495,Yes,New York,Tokyo
2024-01-20,PA002,Economy,2270,No,New York,London
2024-03-13,PA004,Business Class,835.19999999999993,Yes,Perth,London
2024-09-05,PA012,Business Class,675.60000000000002,Yes,Tokyo,Perth
2024-08-02,PA002,Premium Economy,1060,Yes,New York,London
2024-12-10,PA010,Economy,1235,Yes,Tokyo,New York
2024-10-03,PA005,Economy,1605,No,London,Tokyo
2024-10-20,PA005,Economy,3175,Yes,London,Tokyo
2024-06-21,PA009,Premium Economy,1000,Yes,New York,Tokyo
2024-01-03,PA006,Economy,3045,No,Tokyo,London
2024-03-07,PA005,First Class,392,No,London,Tokyo
2024-10-08,PA002,Business Class,619.19999999999993,Yes,New York,London
2024-07-14,PA007,Premium Economy,590,Yes,New York,Perth
2024-05-01,PA009,Premium Economy,1605,No,New York,Tokyo
2024-09-27,PA007,Business Class,459.59999999999997,Yes,New York,Perth
2024-11-21,PA010,Business Class,518.39999999999998,Yes,Tokyo,New York
2024-01-29,PA008,Business Class,831.60000000000002,Yes,Perth,New York
2024-12-18,PA008,Economy,2195,No,Perth,New York
2024-07-05,PA002,Economy,2600,No,New York,London
2024-10-05,PA011,First Class,583,No,Perth,Tokyo
2024-01-26,PA003,Premium Economy,1485,Yes,London,Perth
2024-04-03,PA009,Economy,2290,Yes,New York,Tokyo
2024-05-15,PA011,First Class,382,Yes,Perth,Tokyo
2024-11-13,PA003,Economy,1685,Yes,London,Perth
2024-03-09,PA006,Business Class,426,No,Tokyo,London
2024-10-25,PA011,First Class,432,No,Perth,Tokyo
2024-03-27,PA005,Business Class,655.19999999999993,No,London,Tokyo
2024-11-04,PA007,Economy,2330,Yes,New York,Perth
2024-06-25,PA012,Business Class,697.19999999999993,Yes,Tokyo,Perth
2024-10-14,PA007,Premium Economy,802.5,Yes,New York,Perth
2024-02-01,PA012,Premium Economy,647.5,Yes,Tokyo,Perth
2024-07-06,PA001,Economy,1280,Yes,London,New York
2024-02-19,PA012,First Class,340,Yes,Tokyo,Perth
2024-04-18,PA005,Business Class,499.19999999999999,No,London,Tokyo
2024-05-12,PA003,Premium Economy,1132.5,No,London,Perth
2024-10-04,PA012,Business Class,750,No,Tokyo,Perth
2024-05-11,PA011,Economy,1565,Yes,Perth,Tokyo
2024-04-12,PA005,Economy,2390,Yes,London,Tokyo
2024-03-03,PA006,Business Class,382.80000000000001,No,Tokyo,London
2024-04-06,PA012,Business Class,302.39999999999998,Yes,Tokyo,Perth
2024-06-05,PA001,Premium Economy,995,No,London,New York
2024-02-07,PA009,First Class,345,Yes,New York,Tokyo
2024-07-07,PA003,Premium Economy,762.5,Yes,London,Perth
2024-05-26,PA010,Business Class,736.79999999999995,No,Tokyo,New York
2024-06-02,PA002,First Class,360,No,New York,London
2024-05-08,PA007,Premium Economy,1030,Yes,New York,Perth
2024-01-31,PA005,Economy,3400,No,London,Tokyo
2024-07-22,PA010,First Class,432,Yes,Tokyo,New York
2024-09-28,PA007,Economy,2485,No,New York,Perth
2024-07-22,PA001,First Class,650,No,London,New York
2024-10-31,PA012,Business Class,757.19999999999993,No,Tokyo,Perth
2024-03-26,PA011,First Class,348,Yes,Perth,Tokyo
2024-03-25,PA004,First Class,516,Yes,Perth,London
2024-07-04,PA012,Economy,2030,No,Tokyo,Perth
2024-07-06,PA010,Business Class,310.80000000000001,No,Tokyo,New York
2024-12-05,PA005,Premium Economy,1690,Yes,London,Tokyo
2024-10-31,PA011,Economy,1170,Yes,Perth,Tokyo
2024-04-25,PA006,First Class,399,Yes,Tokyo,London
2024-02-26,PA001,Premium Economy,1262.5,Yes,London,New York
2024-12-29,PA002,Economy,2940,No,New York,London
2024-09-02,PA004,Premium Economy,1605,No,Perth,London
